IdLandkreis,Altersgruppe,Geschlecht,Meldedatum,Refdatum,IstErkrankungsbeginn,NeuerFall,NeuerTodesfall,NeuGenesen,AnzahlFall,AnzahlTodesfall,AnzahlGenesen
1051,A60-A79,M,2022-06-22,2022-06-22,0,0,-9,0,24,0,24
1051,A00-A04,M,2022-06-22,2022-06-22,0,0,-9,0,2,0,2
1051,A35-A59,M,2022-06-22,2022-06-22,0,0,-9,0,51,0,51
1051,A15-A34,M,2022-06-22,2022-06-22,0,0,-9,0,31,0,31
1051,A05-A14,M,2022-06-22,2022-06-22,0,0,-9,0,9,0,9
1051,A80+,M,2022-06-22,2022-06-22,0,0,-9,0,1,0,1
1051,A00-A04,W,2022-06-22,2022-06-22,0,0,-9,0,2,0,2
1051,A15-A34,W,2022-06-22,2022-06-22,0,0,-9,0,30,0,30
1051,A35-A59,W,2022-06-22,2022-06-22,0,0,-9,0,55,0,55
1051,A80+,W,2022-06-22,2022-06-22,0,0,-9,0,1,0,1
1051,A60-A79,W,2022-06-22,2022-06-22,0,0,-9,0,21,0,21
1051,A05-A14,W,2022-06-22,2022-06-22,0,0,-9,0,12,0,12
1051,A60-A79,M,2022-06-22,2022-06-22,0,0,-9,0,24,0,24
1051,A00-A04,M,2022-06-22,2022-06-22,0,0,-9,0,2,0,2
1051,A35-A59,M,2022-06-22,2022-06-22,0,0,-9,0,51,0,51
1051,A15-A34,M,2022-06-22,2022-06-22,0,0,-9,0,31,0,31
1051,A05-A14,M,2022-06-22,2022-06-22,0,0,-9,0,9,0,9
1051,A80+,M,2022-06-22,2022-06-22,0,0,-9,0,1,0,1
1051,A00-A04,W,2022-06-22,2022-06-22,0,0,-9,0,2,0,2
1051,A15-A34,W,2022-06-22,2022-06-22,0,0,-9,0,30,0,30
1051,A35-A59,W,2022-06-22,2022-06-22,0,0,-9,0,55,0,55
1051,A80+,W,2022-06-22,2022-06-22,0,0,-9,0,1,0,1
1051,A60-A79,W,2022-06-22,2022-06-22,0,0,-9,0,21,0,21
1051,A05-A14,W,2022-06-22,2022-06-22,0,0,-9,0,12,0,12
