IdLandkreis,Altersgruppe,Geschlecht,Meldedatum,Refdatum,IstErkrankungsbeginn,NeuerFall,NeuerTodesfall,NeuGenesen,AnzahlFall,AnzahlTodesfall,AnzahlGenesen
1051,A15-A34,M,2021-10-27,2021-10-20,1,0,-9,0,1,0,1
1051,A35-A59,M,2021-10-27,2021-10-21,1,0,-9,0,1,0,1
1051,A60-A79,M,2021-10-27,2021-10-22,1,0,-9,0,1,0,1
1051,A35-A59,M,2021-10-27,2021-10-23,1,0,-9,0,1,0,1
1051,A05-A14,M,2021-10-27,2021-10-26,1,0,-9,0,1,0,1
1051,A80+,M,2021-10-27,2021-10-27,0,0,-9,0,1,0,1
1051,A60-A79,M,2021-10-27,2021-10-27,1,0,-9,0,1,0,1
1051,A35-A59,W,2021-10-27,2021-10-22,1,0,-9,0,1,0,1
1051,A35-A59,W,2021-10-27,2021-10-27,0,0,-9,0,1,0,1
1051,A35-A59,W,2021-10-27,2021-10-27,1,0,-9,0,1,0,1
1051,A15-A34,M,2021-10-27,2021-10-20,1,0,-9,0,1,0,1
1051,A35-A59,M,2021-10-27,2021-10-21,1,0,-9,0,1,0,1
1051,A60-A79,M,2021-10-27,2021-10-22,1,0,-9,0,1,0,1
1051,A35-A59,M,2021-10-27,2021-10-23,1,0,-9,0,1,0,1
1051,A05-A14,M,2021-10-27,2021-10-26,1,0,-9,0,1,0,1
1051,A80+,M,2021-10-27,2021-10-27,0,0,-9,0,1,0,1
1051,A60-A79,M,2021-10-27,2021-10-27,1,0,-9,0,1,0,1
1051,A35-A59,W,2021-10-27,2021-10-22,1,0,-9,0,1,0,1
1051,A35-A59,W,2021-10-27,2021-10-27,0,0,-9,0,1,0,1
1051,A35-A59,W,2021-10-27,2021-10-27,1,0,-9,0,1,0,1
