IdLandkreis,Altersgruppe,Geschlecht,Meldedatum,Refdatum,IstErkrankungsbeginn,NeuerFall,NeuerTodesfall,NeuGenesen,AnzahlFall,AnzahlTodesfall,AnzahlGenesen
1051,A35-A59,M,2021-01-19,2021-01-14,1,0,-9,0,1,0,1
1051,A35-A59,M,2021-01-19,2021-01-15,1,0,-9,0,1,0,1
1051,A60-A79,M,2021-01-19,2021-01-17,1,0,-9,0,1,0,1
1051,A80+,M,2021-01-19,2021-01-19,0,0,-9,0,1,0,1
1051,A35-A59,W,2021-01-19,2021-01-13,1,0,-9,0,1,0,1
1051,A35-A59,W,2021-01-19,2021-01-14,1,0,-9,0,1,0,1
1051,A80+,W,2021-01-19,2021-01-19,0,0,-9,0,3,0,3
1051,A60-A79,W,2021-01-19,2021-01-19,0,0,-9,0,1,0,1
1051,A60-A79,W,2021-01-19,2021-01-19,1,0,-9,0,1,0,1
1051,A35-A59,M,2021-01-19,2021-01-14,1,0,-9,0,1,0,1
1051,A35-A59,M,2021-01-19,2021-01-15,1,0,-9,0,1,0,1
1051,A60-A79,M,2021-01-19,2021-01-17,1,0,-9,0,1,0,1
1051,A80+,M,2021-01-19,2021-01-19,0,0,-9,0,1,0,1
1051,A35-A59,W,2021-01-19,2021-01-13,1,0,-9,0,1,0,1
1051,A35-A59,W,2021-01-19,2021-01-14,1,0,-9,0,1,0,1
1051,A80+,W,2021-01-19,2021-01-19,0,0,-9,0,3,0,3
1051,A60-A79,W,2021-01-19,2021-01-19,0,0,-9,0,1,0,1
1051,A60-A79,W,2021-01-19,2021-01-19,1,0,-9,0,1,0,1
