IdLandkreis,Altersgruppe,Geschlecht,Meldedatum,Refdatum,IstErkrankungsbeginn,NeuerFall,NeuerTodesfall,NeuGenesen,AnzahlFall,AnzahlTodesfall,AnzahlGenesen
1001,A15-A34,M,2020-10-28,2020-01-19,1,0,-9,0,1,0,1
1001,A15-A34,M,2020-03-19,2020-03-13,1,0,-9,0,1,0,1
1001,A15-A34,M,2020-03-21,2020-03-13,1,0,-9,0,1,0,1
1001,A15-A34,M,2020-03-19,2020-03-16,1,0,-9,0,1,0,1
1001,A15-A34,M,2020-03-14,2020-03-16,1,0,-9,0,1,0,1
1001,A35-A59,M,2020-03-14,2020-03-16,1,0,-9,0,1,0,1
1001,A35-A59,M,2020-03-20,2020-03-17,1,0,-9,0,1,0,1
1001,A60-A79,M,2020-03-26,2020-03-19,1,0,-9,0,1,0,1
1001,A60-A79,M,2020-03-24,2020-03-19,1,0,0,-9,1,1,0
1001,A80+,M,2020-03-31,2020-03-20,1,0,-9,0,1,0,1
1001,A80+,M,2020-03-31,2020-03-21,1,0,0,-9,1,1,0
1001,A60-A79,M,2020-03-26,2020-03-22,1,0,-9,0,1,0,1
1001,A15-A34,M,2020-03-27,2020-03-22,1,0,-9,0,1,0,1
1001,A15-A34,M,2020-04-04,2020-04-01,1,0,-9,0,1,0,1
1001,A15-A34,M,2020-04-06,2020-04-02,1,0,-9,0,1,0,1
1001,A15-A34,M,2020-04-07,2020-04-02,1,0,-9,0,1,0,1
7140,A35-A59,W,2021-03-23,2021-03-20,1,0,-9,-9,1,0,0
7140,A15-A34,W,2021-03-21,2021-03-21,0,0,-9,-9,1,0,0
7140,A60-A79,W,2021-03-21,2021-03-21,0,0,-9,-9,1,0,0
7140,A15-A34,W,2021-03-24,2021-03-21,1,0,-9,-9,1,0,0
7140,A35-A59,W,2021-03-24,2021-03-21,1,0,-9,-9,1,0,0
7140,A60-A79,W,2021-03-24,2021-03-22,1,0,-9,-9,1,0,0
7140,A15-A34,W,2021-03-26,2021-03-22,1,0,-9,-9,1,0,0
7140,A35-A59,W,2021-03-25,2021-03-22,1,0,-9,-9,2,0,0
7140,A05-A14,W,2021-03-26,2021-03-22,1,0,-9,-9,1,0,0
7140,A15-A34,W,2021-03-25,2021-03-22,1,0,-9,-9,2,0,0
7140,A35-A59,W,2021-03-24,2021-03-22,1,0,-9,-9,1,0,0
7140,A60-A79,W,2021-03-23,2021-03-22,1,0,-9,-9,1,0,0
7140,A00-A04,W,2021-03-27,2021-03-22,1,0,-9,-9,1,0,0
7140,A15-A34,W,2021-03-23,2021-03-23,0,0,-9,-9,1,0,0
7140,A35-A59,W,2021-03-23,2021-03-23,0,0,-9,-9,2,0,0
7140,A60-A79,W,2021-03-25,2021-03-23,1,0,-9,-9,1,0,0
7140,A35-A59,W,2021-03-24,2021-03-23,1,0,-9,-9,1,0,0
7140,A60-A79,W,2021-03-26,2021-03-23,1,0,-9,-9,1,0,0
7140,A15-A34,W,2021-03-24,2021-03-23,1,0,-9,-9,1,0,0
